图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,人参果-预测置信度,佛手瓜-预测置信度,哈密瓜-预测置信度,圣女果-预测置信度,山楂-预测置信度,山竹-预测置信度,无花果-预测置信度,木瓜-预测置信度,李子-预测置信度,杏-预测置信度,杨桃-预测置信度,杨梅-预测置信度,枇杷-预测置信度,枣-预测置信度,柚子-预测置信度,柠檬-预测置信度,柿子-预测置信度,树莓-预测置信度,桂圆-预测置信度,桑葚-预测置信度,梨-预测置信度,椰子-预测置信度,榴莲-预测置信度,樱桃-预测置信度,橘子-预测置信度,毛丹-预测置信度,水蜜桃-预测置信度,沃柑-预测置信度,沙果-预测置信度,沙棘-预测置信度,油桃-预测置信度,牛油果-预测置信度,猕猴桃-预测置信度,甘蔗-预测置信度,甜瓜-伊丽莎白-预测置信度,甜瓜-白-预测置信度,甜瓜-绿-预测置信度,甜瓜-金-预测置信度,番石榴-百-预测置信度,番石榴-红-预测置信度,白兰瓜-预测置信度,白心火龙果-预测置信度,白萝卜-预测置信度,百香果-预测置信度,石榴-预测置信度,砂糖橘-预测置信度,粑粑柑-预测置信度,红心火龙果-预测置信度,红苹果-预测置信度,羊奶果-预测置信度,羊角蜜-预测置信度,胡萝卜-预测置信度,脐橙-预测置信度,腰果-预测置信度,芒果-预测置信度,芦柑-预测置信度,草莓-预测置信度,荔枝-预测置信度,莲雾-预测置信度,菠萝-预测置信度,菠萝莓-预测置信度,菠萝蜜-预测置信度,葡萄-白-预测置信度,葡萄-红-预测置信度,蓝莓-预测置信度,蛇皮果-预测置信度,蟠桃-预测置信度,血橙-预测置信度,西柚-预测置信度,西梅-预测置信度,西瓜-预测置信度,西红柿-预测置信度,车厘子-预测置信度,酸角-预测置信度,金桔-预测置信度,青柠-预测置信度,青苹果-预测置信度,香橼-预测置信度,香蕉-预测置信度,黄桃-预测置信度,黑莓-预测置信度
./fruit81_full_split\test\人参果\128.png,0,人参果,0,人参果,21,椰子,37,甜瓜-金,True,0.8963147,1.13974125e-11,8.808933e-05,1.4480848e-06,3.4986118e-07,0.0001032577,0.00011107968,4.9140854e-06,1.7547187e-05,1.4716221e-05,3.9394832e-10,1.5059109e-06,1.2221421e-06,0.00010082034,1.7992992e-06,2.3156224e-08,1.7465122e-06,1.3031583e-07,3.705367e-07,1.3877149e-06,4.934217e-08,0.10256442,2.5965008e-09,1.1630242e-06,2.6425472e-08,4.4286824e-07,2.0448123e-08,4.0050128e-09,1.5835496e-06,1.5919663e-07,7.720471e-08,3.9602332e-07,9.014119e-08,5.710483e-06,1.839062e-06,1.5776684e-05,2.8502083e-07,0.00043337504,2.4741286e-08,8.443579e-08,2.083181e-06,1.991817e-12,1.2655197e-06,7.696183e-06,5.5993326e-08,1.8429199e-09,1.3386885e-10,2.444341e-10,6.7875413e-07,2.564143e-08,9.691627e-07,5.5139054e-10,4.283757e-09,2.601133e-07,4.136323e-06,1.5112827e-08,1.5562433e-08,8.680139e-07,2.7336047e-09,1.1573134e-05,3.7654337e-07,6.8300826e-10,2.6596828e-07,1.5896365e-08,7.304563e-08,1.2414259e-06,5.7585345e-09,8.481482e-11,1.5084483e-07,1.4278223e-06,0.00016161072,7.253328e-06,6.0076223e-07,8.382298e-08,1.206372e-07,3.6604797e-09,1.3011714e-07,2.730063e-06,2.8833835e-08,8.2863926e-07,2.7273436e-06
./fruit81_full_split\test\人参果\158.jpg,0,人参果,0,人参果,79,黄桃,34,甜瓜-伊丽莎白,True,0.7048586,6.971799e-08,0.016991474,4.768138e-05,9.9876225e-08,9.669342e-09,1.2897541e-08,0.010744534,3.8636692e-05,0.03683404,5.303059e-05,3.4359329e-09,5.4617878e-05,0.0002959059,0.0014159062,0.0004728213,3.3057436e-06,1.0483227e-08,3.4361105e-07,3.8110787e-10,0.0008383904,1.0400422e-05,0.00010097354,1.283814e-07,1.3300021e-05,3.2378107e-09,7.346086e-05,0.00049531524,5.3874205e-06,6.697152e-07,0.00012552922,1.553904e-05,5.471224e-07,0.00017294803,0.04076546,0.00026936986,4.7775443e-06,0.030567141,2.9340845e-05,0.00082913664,0.00016560014,9.431076e-09,5.589884e-06,2.101976e-06,7.1696276e-09,4.8499174e-07,2.195505e-06,1.2091954e-07,2.224863e-05,5.90611e-08,8.855259e-07,0.0003064323,0.00032719204,6.9273396e-05,0.012968541,9.7566e-05,1.0587315e-08,3.535563e-08,5.023376e-06,0.0005800082,2.4948132e-10,4.074965e-06,1.8700086e-06,1.3360277e-07,3.731949e-08,1.73899e-08,0.0016924851,9.873406e-07,7.673798e-05,5.8132115e-05,5.2190408e-05,1.07302185e-05,3.219443e-08,2.2219673e-08,0.0027797506,5.781173e-07,9.002094e-06,8.414024e-06,0.0031092952,0.13151331,1.4937878e-09
./fruit81_full_split\test\人参果\159.jpg,0,人参果,0,人参果,70,西瓜,13,枣,True,0.99943095,2.3864574e-10,9.597524e-06,3.5320081e-06,1.682228e-07,4.138798e-06,3.5536893e-06,3.4753596e-06,2.4622332e-06,2.2610964e-05,2.3158943e-10,2.408674e-09,8.206645e-06,5.079768e-05,2.0398237e-07,1.281328e-08,6.5345707e-06,9.5726636e-09,9.850233e-09,2.487577e-08,3.0161422e-07,7.753965e-06,1.1604659e-12,2.3299738e-07,1.3358106e-06,1.2016106e-09,8.018009e-09,2.4808003e-07,3.997525e-06,3.3386636e-09,3.3293718e-06,5.0446438e-08,2.1479542e-08,4.8716237e-10,1.3600077e-06,7.2644674e-08,9.426119e-06,3.241108e-05,4.367297e-09,6.95754e-08,2.471752e-08,8.938898e-10,1.90021e-07,3.369075e-05,5.5240234e-06,2.7701004e-08,3.7098452e-08,7.721809e-09,6.2351313e-07,1.16073124e-07,2.730354e-07,2.0153457e-09,3.941493e-09,1.4064607e-07,8.824983e-06,5.04052e-07,2.3621999e-08,4.5005212e-08,1.0774178e-07,9.4654034e-08,6.36257e-08,9.446902e-11,9.6506234e-11,5.928189e-09,4.9117762e-08,1.7851747e-08,3.0433412e-08,1.6911079e-08,1.0535555e-08,3.4227228e-06,0.00033020796,3.8161534e-06,1.6398677e-06,3.0829748e-09,5.250882e-09,2.1844866e-11,5.8898046e-08,3.417644e-06,7.2278654e-09,7.857894e-08,2.5840178e-08
./fruit81_full_split\test\人参果\173.jpeg,0,人参果,0,人参果,2,哈密瓜,37,甜瓜-金,True,0.9267215,9.768964e-05,0.042031948,1.9712923e-05,2.8263054e-07,5.5207784e-06,0.00017077899,0.001165347,6.673784e-05,0.0012660899,3.4707665e-07,1.326984e-07,2.0386375e-05,0.0033847024,0.0008161182,2.827408e-05,8.987142e-06,3.302625e-07,1.464322e-06,7.935078e-09,9.449056e-05,0.0016546651,6.743048e-06,5.88419e-08,2.4831425e-06,1.5645231e-08,5.519449e-05,3.4068694e-06,2.8553332e-06,2.195487e-09,0.0001292987,0.00018750859,8.426491e-07,4.938028e-07,0.0014352234,0.0018023463,9.381337e-05,0.013304373,0.0001658497,0.00030513972,0.00070878776,1.7129513e-09,1.8442812e-05,4.8431302e-06,1.6881711e-07,2.2593392e-07,8.419109e-07,1.7801018e-08,2.182587e-06,2.6491293e-07,3.6233076e-05,2.7076376e-06,8.183425e-08,8.919565e-05,0.00036402736,1.3156383e-05,1.0053332e-07,2.310287e-06,0.0006900428,1.7112201e-06,2.2308504e-07,2.3499854e-06,8.5383505e-07,1.826562e-07,8.1343545e-09,3.4939828e-06,4.2795724e-05,4.973989e-08,2.1487654e-06,0.0018758406,0.00022890118,3.6516903e-07,4.222811e-08,1.3035363e-07,2.3061132e-06,1.963621e-08,2.984705e-08,0.000417286,0.00031631938,0.00012024963,3.0699024e-08
./fruit81_full_split\test\人参果\174.jpg,0,人参果,0,人参果,79,黄桃,9,杏,True,0.96163726,8.110923e-08,0.00043955888,2.9232092e-06,3.1565166e-06,1.1139004e-08,7.865861e-08,0.009015478,5.9687376e-05,0.009647991,4.145148e-06,7.352483e-09,7.347283e-05,3.1869688e-05,0.0010477235,1.7411114e-05,3.670418e-05,6.959614e-08,4.8306884e-08,1.0165672e-08,3.1337706e-05,6.7687856e-06,1.0780619e-07,7.382499e-07,5.3824202e-05,1.5029578e-10,3.5019782e-06,2.4773006e-05,8.355155e-06,9.163154e-08,0.00012689544,6.2505615e-07,1.1822079e-06,8.0320195e-09,0.0048871418,2.8717574e-05,6.41421e-05,0.0002682434,6.467138e-07,2.7035032e-06,6.3726725e-06,4.3401873e-09,1.8977529e-08,2.2159932e-06,7.3028427e-06,1.1616097e-06,1.1298694e-05,7.6498985e-08,7.9287835e-05,1.30900295e-08,9.145676e-08,1.6122392e-05,0.00011102597,1.6380087e-06,0.000100078294,0.00018640206,1.620571e-07,6.410899e-08,7.2233124e-06,6.043145e-05,7.5700596e-10,2.6109585e-06,1.2295162e-08,3.3156974e-10,7.138627e-08,2.2688488e-08,5.550343e-05,1.4992672e-06,7.8805075e-05,5.3586928e-06,2.9364377e-05,2.8597404e-05,6.535734e-08,1.0101194e-08,3.0714054e-05,5.1225935e-08,1.0994323e-06,8.408981e-05,4.069089e-06,0.011559572,1.5376092e-08
./fruit81_full_split\test\人参果\177.jpeg,0,人参果,0,人参果,61,菠萝蜜,35,甜瓜-白,True,0.8453708,0.015543415,0.0008585864,3.2031284e-07,2.0138554e-05,8.738267e-05,0.00058025395,0.00028158983,4.040647e-05,0.0008474965,0.0030491073,7.2522726e-06,6.514844e-05,3.9353414e-05,0.00046713374,0.0012367982,9.942763e-07,1.6452832e-06,0.00021190848,6.387903e-05,0.0037758045,0.00093003426,0.00016222676,2.836479e-06,2.0925818e-06,7.0410346e-07,2.0361957e-05,8.958558e-07,9.666247e-05,2.286999e-07,1.6738115e-06,6.655659e-05,3.132042e-05,0.00044564987,0.00029090137,0.022594156,0.000116050185,0.0005703056,0.004950322,0.00050193496,0.0013612219,2.0820903e-07,0.0001730474,2.505065e-05,6.6891707e-06,7.2398706e-07,4.3835007e-07,6.478385e-08,2.4654162e-05,9.866311e-05,0.01573488,1.4918925e-08,6.6366374e-07,0.0002706874,2.8183122e-05,1.1011831e-06,9.480827e-06,1.40408e-06,0.00011659441,1.7386366e-05,0.0007177076,0.04962782,0.0054881545,2.3929291e-05,0.00024159478,3.577595e-06,0.00011109074,4.3022435e-09,1.273552e-08,2.5774534e-05,6.8378613e-06,1.6802602e-06,5.088377e-08,8.424187e-05,1.396774e-05,9.598464e-05,0.00029552352,0.012159845,0.009719901,0.00015751472,1.9312445e-05
./fruit81_full_split\test\人参果\178.png,0,人参果,0,人参果,21,椰子,13,枣,True,0.9981489,3.4469586e-12,2.3220926e-05,9.007809e-09,7.4191284e-08,9.583205e-07,7.635219e-07,7.401539e-06,4.4705725e-06,6.2505546e-06,4.854218e-12,1.107935e-08,2.758196e-08,0.00021573176,3.2339216e-08,3.6670617e-10,1.3535826e-07,2.2543696e-09,1.645217e-08,5.736924e-10,3.392974e-09,0.001492713,3.2549376e-11,9.528726e-09,1.2090084e-09,1.438934e-07,6.702174e-07,7.565238e-09,3.6455495e-07,2.270409e-09,1.1630921e-06,7.93745e-10,3.9255908e-11,2.7120903e-08,8.108927e-07,7.380977e-08,2.8946362e-08,4.5269415e-05,1.1500722e-08,4.945826e-08,1.5155892e-07,3.7947315e-11,1.88215e-08,6.531604e-08,2.0313963e-07,1.8278776e-09,4.6293533e-10,1.4625656e-09,6.3458024e-06,1.3952439e-09,9.29171e-09,7.7389084e-10,2.9451339e-10,1.6618479e-07,7.477642e-09,5.834247e-08,7.563243e-10,1.5114475e-06,2.6259608e-09,1.1651519e-09,1.8703332e-08,8.5833916e-11,6.4359057e-10,3.2773244e-07,3.3063962e-08,6.803203e-08,3.5998777e-08,3.4022892e-11,1.8117996e-09,1.3975906e-05,2.5049403e-05,5.89541e-09,5.266874e-08,1.9421385e-10,1.0227422e-10,6.2816818e-12,7.429218e-10,2.2750073e-06,1.2309906e-09,3.2739663e-07,1.0552449e-08
./fruit81_full_split\test\人参果\182.png,0,人参果,0,人参果,34,甜瓜-伊丽莎白,26,水蜜桃,True,0.96421444,1.9023235e-08,0.0017097483,1.518688e-06,5.4676786e-07,3.0333101e-06,8.045149e-07,4.4934437e-05,6.4578404e-07,0.0011161667,6.5201016e-07,4.7968562e-08,1.5803848e-06,6.620138e-07,0.0011903637,0.00016329,1.6265702e-07,3.2203786e-07,3.901126e-08,4.3932933e-09,0.0016442942,5.978395e-07,2.2671555e-05,1.9510754e-08,7.2345597e-06,8.08228e-08,0.0033174884,1.8210566e-06,8.589204e-06,5.1226325e-09,8.4888175e-05,3.479321e-05,4.1830967e-07,0.00014108545,0.0145270685,0.0003646953,2.8620511e-06,4.9494723e-05,0.0030509047,0.0011077361,0.001299649,8.1746194e-08,3.1835755e-06,5.464579e-06,2.5607543e-08,1.781945e-08,1.617021e-07,2.4800318e-07,0.00021940362,4.193453e-09,1.4463794e-06,2.6718726e-06,1.1774804e-06,2.2173363e-06,0.0020447324,2.7559274e-06,2.7739368e-06,2.4458217e-05,7.49487e-07,8.67445e-05,1.0853304e-06,9.448959e-07,5.863756e-06,4.852565e-07,4.4799545e-08,1.4264713e-06,2.7814907e-05,1.04033596e-07,2.1970629e-05,3.6813901e-06,7.5013313e-06,2.4672246e-07,6.922426e-09,2.1485279e-10,0.00012950569,1.5599669e-07,1.7307841e-06,1.1121522e-05,3.767465e-05,0.0032346826,7.924353e-08
./fruit81_full_split\test\人参果\184.jpg,0,人参果,0,人参果,58,莲雾,35,甜瓜-白,True,0.97307456,1.6843123e-05,9.0020507e-07,2.5374242e-05,1.2092455e-05,0.0013079152,6.464676e-07,1.9507216e-07,0.00014484586,1.6531041e-05,1.2754302e-08,1.2935549e-06,1.2316507e-06,1.5615793e-05,6.5360095e-05,5.2730475e-06,1.6947939e-05,4.693819e-05,7.019805e-08,2.4237138e-06,4.7878202e-05,4.234042e-05,1.7532802e-08,1.6682512e-05,4.121793e-07,2.6861693e-07,3.286863e-05,9.332071e-08,0.00029263634,1.8620503e-07,3.6444676e-06,9.256358e-08,7.981503e-08,9.300711e-07,4.899089e-05,0.0037198858,3.0538598e-07,1.4195443e-07,9.899948e-06,1.7018416e-06,1.85988e-05,1.12658604e-07,3.053516e-05,7.889694e-07,1.0731605e-05,6.298898e-07,7.474283e-08,3.6708734e-08,4.0041905e-05,2.569991e-06,4.6782574e-07,4.4546344e-09,1.030461e-07,9.701463e-07,2.1706232e-06,5.1120313e-08,1.9003885e-05,8.587532e-05,0.019874567,6.3601846e-07,5.5387718e-05,7.255078e-09,3.8351867e-05,1.1821349e-05,1.5304732e-07,2.456333e-06,9.290531e-06,9.49219e-10,6.1020664e-08,1.7103422e-07,1.5041899e-05,0.00010539771,3.1940697e-05,7.8590915e-07,2.2101399e-06,3.1901195e-08,0.0006306536,5.015645e-07,1.0142858e-07,9.958704e-06,2.3680144e-05
./fruit81_full_split\test\人参果\19.jpeg,0,人参果,0,人参果,37,甜瓜-金,2,哈密瓜,True,0.781085,1.2736197e-10,0.03492494,4.5953755e-07,1.9223391e-07,9.854117e-06,0.00035604817,0.0005567523,0.0003835794,0.006039154,1.7837534e-10,6.425133e-07,0.0006808636,0.007428254,0.00010210252,8.912302e-07,8.804952e-05,2.3635062e-08,2.2611433e-05,9.366513e-09,4.3154825e-05,0.00070601795,1.2738632e-09,2.1208764e-09,1.283866e-06,8.047835e-10,1.5693044e-05,2.2968366e-05,5.7931495e-05,1.0611888e-08,0.0003747029,1.7998013e-07,2.877737e-07,4.50657e-07,0.0001637934,0.00010043485,0.006265056,0.15760422,4.2312982e-07,6.972607e-07,1.7573164e-05,1.7456545e-08,1.4980033e-07,7.594974e-06,3.7013108e-06,3.273031e-06,5.0790527e-06,1.0643211e-07,2.4898069e-05,8.815958e-09,1.6307066e-06,2.8296452e-06,3.7684288e-06,1.5889169e-06,0.00013337152,4.0307546e-05,8.664195e-09,1.1155596e-07,5.0891157e-07,8.9101854e-07,1.0660379e-07,3.5221228e-09,2.3336406e-09,3.3746645e-08,9.856283e-07,3.4250047e-06,4.359206e-06,8.090368e-06,2.7325836e-05,0.00028354712,0.00036685064,2.7322992e-07,2.4936014e-07,7.592485e-09,5.4177826e-06,6.857914e-10,2.9386345e-07,2.5770663e-07,1.8207382e-06,0.0020077855,4.9333003e-06
./fruit81_full_split\test\人参果\193.png,0,人参果,0,人参果,14,柚子,20,梨,True,0.99802387,1.5762185e-05,9.63598e-05,3.405296e-08,4.8764633e-07,5.5726055e-06,2.292866e-07,6.5189664e-07,2.1947571e-06,2.7702292e-06,1.6814865e-07,3.120511e-07,5.3938265e-07,6.128473e-05,0.0006507411,1.4064702e-06,1.26776385e-08,6.325374e-09,7.113055e-06,1.9023625e-08,0.00051145983,1.0470055e-06,1.0436748e-06,1.1016651e-07,1.3096984e-06,4.887836e-08,3.0067858e-06,6.265006e-08,1.03951834e-07,7.3725e-11,1.2049421e-06,1.1812488e-06,8.9318655e-06,2.7708805e-07,3.741176e-05,3.9794922e-05,2.2757e-07,3.2987737e-06,1.2087026e-05,0.00024007146,4.263096e-06,3.2919184e-12,2.4860643e-07,7.164875e-07,2.5164406e-08,9.489886e-08,2.3509766e-07,3.6433998e-11,5.462802e-07,4.7349913e-06,0.00011646457,1.0711117e-07,9.1511204e-08,6.552244e-05,3.3063938e-05,4.718826e-06,1.07157305e-08,1.5055157e-06,7.650431e-06,3.3043541e-09,1.5503524e-07,3.3763733e-06,2.5056775e-07,1.883425e-09,9.633351e-09,3.2797058e-07,5.4324596e-06,2.8883862e-10,9.244186e-08,3.849899e-08,1.2678099e-08,7.408132e-08,7.3446893e-09,1.483913e-06,9.557027e-07,5.1704077e-08,7.685862e-08,1.4565006e-05,5.2507806e-07,4.3837412e-07,1.3683842e-08
./fruit81_full_split\test\人参果\199.png,0,人参果,0,人参果,34,甜瓜-伊丽莎白,2,哈密瓜,True,0.906061,3.348417e-08,0.019274136,0.00011545387,1.5849719e-06,3.5547764e-05,5.379203e-06,0.0068831667,0.00068178587,0.016973326,2.7487747e-06,1.05242954e-07,0.00021653464,2.1664235e-05,0.0005575899,3.518413e-06,0.00037785998,2.1356634e-07,1.1307219e-06,1.728315e-08,0.00051276607,0.00059931044,1.510455e-06,1.733839e-06,1.2198946e-05,5.4449543e-09,0.00015843177,1.9477666e-06,5.7600693e-05,1.11241434e-07,8.022575e-06,4.5240786e-06,8.565132e-06,1.4797365e-06,0.026110293,0.0008440171,2.5993488e-05,0.008604172,0.00014713581,0.00021653733,0.0001905394,2.3325422e-09,2.3950056e-06,3.7143585e-05,1.0831967e-05,6.439032e-08,1.7791544e-05,3.0434055e-08,3.785942e-05,1.7001889e-09,1.5772096e-06,2.0701248e-06,4.4767817e-06,6.0173584e-06,0.0038426514,3.112411e-05,2.6725164e-07,2.6153361e-06,1.7747257e-06,0.00065906177,9.7621855e-11,8.5215055e-07,2.600663e-07,1.9799021e-08,4.8307482e-09,6.987384e-08,1.5411467e-06,6.4182274e-07,2.0023679e-06,0.0006137965,0.00011647273,0.00031564853,1.3245286e-06,1.9891958e-07,1.6506936e-05,1.0010469e-08,2.5706195e-05,7.4279626e-05,0.00024034144,0.0052126655,1.9651775e-07
./fruit81_full_split\test\人参果\32.jpg,0,人参果,0,人参果,68,西柚,14,柚子,True,0.92451996,2.593002e-09,0.00034517163,2.9601708e-06,0.0028833419,9.08058e-05,5.8102437e-06,7.3539515e-05,1.8929893e-05,9.027503e-05,9.270502e-09,9.103896e-07,6.314492e-05,0.00088508864,0.010828341,7.619834e-05,1.0670053e-05,1.8240212e-06,6.564724e-05,5.256675e-07,0.0013215058,0.00065120286,3.5918326e-08,1.2196192e-06,0.0013507747,1.1196408e-07,0.0037563732,9.41827e-05,9.992354e-05,5.3659818e-08,0.0007208853,4.335578e-06,6.677166e-05,7.149505e-09,0.00016706681,1.2433907e-06,2.1297522e-07,5.765748e-06,4.054796e-06,0.0003085244,0.00035939232,1.1867639e-06,1.6034122e-05,1.6718037e-05,0.0008194398,4.9396585e-05,2.6396903e-05,1.2267402e-05,0.0042693815,7.942105e-05,1.1239473e-08,8.9584e-06,5.0105376e-05,2.4204928e-08,0.000750214,0.00012521823,1.302628e-05,3.0444979e-05,6.4359547e-06,7.0828196e-06,1.6759974e-05,2.1267796e-08,1.268764e-09,9.572253e-07,4.5178604e-06,8.451921e-06,0.00016835176,0.0004147629,0.042192474,3.0077032e-05,0.0016101993,0.00010326421,6.8672675e-06,2.1159898e-05,1.0286534e-06,6.7643214e-08,1.9306126e-05,6.0681705e-05,9.275299e-08,0.00017773623,4.637033e-06
./fruit81_full_split\test\人参果\40.jpg,0,人参果,0,人参果,20,梨,14,柚子,True,0.99215966,1.8556452e-09,0.00012090627,8.944718e-08,4.443354e-06,3.536888e-07,9.612902e-07,0.0001458597,6.766131e-06,0.0014171677,3.4142598e-08,5.645644e-09,0.00015326255,3.5571094e-05,0.0016816914,0.000108157576,6.289588e-07,9.32594e-08,4.49521e-07,8.729296e-09,0.0019003883,1.2231641e-06,5.815254e-07,1.9122039e-08,9.237542e-07,8.1079504e-10,2.788124e-06,4.7077083e-06,1.3246102e-05,2.7893762e-08,1.0775816e-05,6.50158e-07,6.079183e-07,1.9012148e-05,0.000575162,1.44825335e-05,1.4957115e-07,0.00021112946,5.6402114e-06,2.3715013e-05,0.000100323945,5.239077e-08,1.6656335e-06,7.8674575e-06,1.815513e-06,1.4547358e-07,7.258316e-07,2.4473361e-09,1.771615e-05,1.7457312e-07,7.0661564e-08,5.447383e-08,8.662434e-06,3.150092e-06,0.00015338024,1.0411023e-05,1.7047407e-08,8.205876e-07,3.2494327e-06,1.6756509e-05,3.0329562e-07,6.2164844e-07,4.287537e-06,4.2088274e-07,3.6897998e-07,5.601015e-07,1.2383385e-05,8.954755e-08,1.2551757e-05,7.1079326e-06,2.731218e-06,3.0965875e-08,4.095979e-08,1.8024129e-09,1.3340479e-06,2.8926141e-08,1.3900143e-05,1.2222022e-06,6.134709e-05,0.0009323246,2.807144e-08
./fruit81_full_split\test\人参果\43.jpeg,0,人参果,0,人参果,20,梨,21,椰子,True,0.9880768,5.006174e-05,9.884094e-05,1.8844819e-06,1.0920934e-05,5.632627e-06,4.8533225e-06,3.4433877e-05,2.0842004e-05,4.1068786e-05,4.5347656e-06,3.5032829e-06,1.569058e-07,1.06298785e-05,9.373922e-06,2.3062497e-05,8.9565697e-07,1.8592536e-07,1.1964948e-07,5.7575908e-06,0.008108141,0.0014335003,9.571768e-06,1.4191437e-05,2.3155053e-07,2.7125209e-06,3.222733e-05,2.106717e-06,1.0491237e-05,1.9238861e-07,3.8424423e-05,1.2024267e-06,0.00011881653,5.797031e-07,0.00011393004,0.00022289192,5.3941626e-06,2.9453824e-06,0.0001229564,1.9236899e-05,5.6635534e-05,6.7767236e-09,3.6353365e-05,9.854008e-06,4.3228306e-06,5.0220774e-07,2.0776922e-06,2.9544535e-07,2.2703136e-06,3.5170495e-05,0.00024041918,4.4746156e-07,1.4715468e-07,3.9687308e-07,0.00013499393,8.241695e-07,2.5629333e-05,1.5927347e-06,0.00045336483,1.3708917e-06,1.267557e-06,1.2549652e-05,1.8402188e-06,8.103584e-06,5.16668e-06,1.6198468e-06,9.649445e-06,5.4807327e-08,2.862528e-07,8.272105e-05,1.4045008e-06,9.0617155e-05,6.9448237e-07,3.756858e-06,1.4659308e-06,2.2167342e-06,1.4418837e-05,6.7656765e-05,1.7964823e-05,5.9392405e-06,5.846489e-07
./fruit81_full_split\test\人参果\44.jpg,0,人参果,50,羊角蜜,0,人参果,31,牛油果,True,0.3759254,0.042784374,0.006172051,2.7871195e-06,0.00038489918,4.6507575e-05,0.014689326,1.9217156e-05,0.0025232402,6.8649104e-05,8.88535e-06,0.0072867405,9.70661e-05,0.0023046054,0.00013178612,1.1792795e-05,7.4983586e-06,0.0007245092,0.00027162436,0.000727222,0.00473043,0.004478318,0.00023105922,7.784767e-05,9.895455e-06,6.400351e-05,9.620539e-06,3.34224e-05,0.0009969606,5.9041818e-06,7.690682e-05,0.071042225,0.0012367762,0.0032821933,1.1695221e-05,0.00030067368,4.145183e-06,7.1536226e-07,0.0010066923,0.0005838998,0.0007975981,2.0429893e-06,4.3158594e-05,7.6561344e-05,0.00011087052,9.2388217e-07,2.182154e-05,3.2215783e-05,0.0010732916,0.0036642514,0.40502286,1.057072e-05,3.922384e-06,0.0013527562,0.0019509583,2.0119737e-06,1.5989268e-05,0.00012285855,0.003645774,0.0008628049,0.00051272067,0.0032406491,4.130202e-05,7.857849e-05,0.0015537435,0.00026894416,3.7064543e-05,5.9758813e-06,2.399446e-06,0.0062054037,0.001483001,0.00017882498,5.3687512e-05,0.0031211744,1.9232032e-06,0.0008118731,0.0023026788,0.014105088,1.3494806e-05,0.000101881385,0.004694764
./fruit81_full_split\test\人参果\50.jpeg,0,人参果,0,人参果,21,椰子,59,菠萝,True,0.96341604,1.4115095e-07,0.0026839664,1.7298846e-05,0.00017749834,0.00045445445,0.0035415317,3.2627315e-05,2.0130562e-06,7.4350055e-06,4.564002e-07,3.264585e-06,0.0010521695,0.00033161356,1.5400974e-05,5.691206e-07,0.00039290992,1.3549504e-06,0.00017058717,2.056441e-05,3.5516512e-06,0.014179366,6.753238e-08,5.012454e-06,1.6968106e-05,4.2781587e-05,1.9404906e-07,1.3085572e-06,9.597093e-05,0.0018547815,8.0668633e-07,0.0003622214,0.00018231198,1.9552386e-05,0.00020029624,0.0003016614,0.0001179243,0.0003415953,2.3008158e-06,6.178437e-08,0.0018000628,1.0258182e-09,0.00029269943,8.339971e-06,2.4053213e-07,5.9555896e-07,9.0239524e-07,9.1754904e-10,8.062383e-08,8.245839e-07,0.0006044009,9.495253e-06,8.848911e-06,1.3967484e-06,0.000834093,4.8128136e-06,3.938397e-06,3.2617172e-05,9.1188674e-08,0.0052589914,0.00018326132,3.4372e-07,1.1434257e-08,6.159481e-08,7.632502e-06,3.0431323e-05,1.1760689e-08,9.206331e-09,1.6113212e-07,4.8872454e-05,3.8423554e-05,0.00034201218,2.2544732e-06,4.9803504e-05,8.916222e-06,3.8206102e-07,2.3604828e-06,5.857864e-05,0.000112646114,7.345803e-07,0.00020005112
./fruit81_full_split\test\人参果\54.jpg,0,人参果,0,人参果,20,梨,13,枣,True,0.96834457,9.504492e-11,0.0005133898,9.70027e-08,1.9683918e-07,9.729901e-06,1.5155972e-06,3.5992634e-06,2.6356229e-05,0.00012470353,4.0471168e-11,1.975509e-08,4.133494e-05,0.0018223168,0.0006200256,0.00010020247,2.60367e-07,5.180851e-09,0.00014161573,4.6216814e-10,0.024361718,0.0017445742,6.4938604e-08,2.626905e-09,4.0834712e-07,1.2197878e-08,1.1313381e-05,6.536814e-06,2.234268e-05,1.7242398e-08,4.0853534e-05,3.860577e-06,1.1768212e-06,1.8659373e-05,0.00025245541,0.000118670636,2.5992651e-06,0.00012444168,9.944839e-05,2.7549611e-05,0.0009981198,1.8322922e-08,7.062086e-06,2.6229498e-07,9.760378e-09,9.650477e-07,3.6569375e-06,2.1319875e-09,5.7593268e-05,9.096341e-08,1.4470917e-09,2.2773602e-08,1.7730064e-06,1.3012925e-06,1.5115044e-05,1.5105317e-05,2.9789634e-08,1.1207851e-05,5.367254e-07,1.5491228e-06,2.7037129e-06,8.196925e-09,1.9885874e-06,1.826118e-07,4.576325e-07,3.7500467e-05,2.060524e-06,3.1533054e-07,1.3056727e-05,0.00014075657,4.7742395e-07,1.454971e-09,4.5181572e-08,1.1084533e-09,2.1551398e-06,7.6675875e-09,1.30800945e-05,3.3820852e-06,4.279693e-06,7.6477096e-05,2.1712244e-08
